,Date,Max Operation Demand (MW),Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
1231,2012-05-16,2472.172,22.1,8.0,99,42,2.54,12.38
1232,2012-05-17,2568.09,21.4,6.8,99,40,2.19,10.44
1233,2012-05-18,2446.222,23.6,8.6,97,36,2.79,11.58
1234,2012-05-19,2265.558,24.9,8.0,94,27,3.95,12.09
1235,2012-05-20,2303.516,26.6,10.2,70,28,4.02,11.92
1236,2012-05-21,2502.322,25.8,8.4,90,28,2.98,11.9
1237,2012-05-22,2511.642,21.7,6.0,99,50,3.43,11.8
1238,2012-05-23,2598.706,20.6,5.3,99,26,3.47,11.71
1239,2012-05-24,2661.036,21.9,4.1,89,24,3.4,11.63
1240,2012-05-25,2640.324,21.8,4.3,91,29,3.02,10.72
1241,2012-05-26,2448.412,23.8,3.7,95,20,2.45,11.42
1242,2012-05-27,2393.498,24.2,5.3,78,32,4.53,11.39
1243,2012-05-28,2586.354,22.9,11.7,78,40,4.15,11.32
1244,2012-05-29,2567.884,24.3,10.3,67,27,4.47,11.25
1245,2012-05-30,2528.454,25.6,8.3,65,18,4.6,11.18
1246,2012-05-31,2606.522,24.9,8.8,97,26,4.03,7.76
1247,2012-06-01,2515.508,20.0,11.8,100,61,2.52,6.03
1248,2012-06-02,2385.476,20.3,6.8,99,59,2.92,10.17
1249,2012-06-03,2220.04,24.4,11.8,64,19,5.7,9.13
1250,2012-06-04,2355.286,21.7,15.6,50,30,5.66,7.34
1251,2012-06-05,2540.926,23.2,15.5,49,31,6.34,8.86
1252,2012-06-06,2776.936,16.8,15.3,92,35,7.77,3.6
1253,2012-06-07,2697.866,19.0,12.7,97,71,4.58,5.63
1254,2012-06-08,2525.744,20.6,11.6,97,67,3.02,8.25
1255,2012-06-09,2457.732,19.3,10.4,99,52,3.77,5.68
1256,2012-06-10,2019.012,21.3,15.7,93,58,8.74,4.75
1257,2012-06-11,2624.864,20.4,15.0,94,50,6.82,5.63
1258,2012-06-12,2662.012,19.5,9.7,97,52,6.24,7.29
1259,2012-06-13,2744.378,16.5,12.7,91,49,6.66,6.91
1260,2012-06-14,2787.864,17.4,9.0,97,69,3.57,8.46
1261,2012-06-15,2685.032,18.5,7.4,99,63,2.62,9.24
1262,2012-06-16,2537.986,17.9,11.0,97,73,2.76,6.5
1263,2012-06-17,2456.154,20.7,12.7,97,52,2.59,8.54
1264,2012-06-18,2645.52,23.4,9.6,95,26,3.69,10.52
1265,2012-06-19,2650.926,20.7,10.1,98,66,4.59,6.73
1266,2012-06-20,2975.874,15.5,7.0,97,60,3.11,5.48
1267,2012-06-21,2992.584,16.0,1.5,100,42,1.94,10.34
1268,2012-06-22,2868.044,17.1,1.3,100,47,2.18,10.29
1269,2012-06-23,2779.714,17.3,2.7,98,43,2.67,9.82
1270,2012-06-24,2689.826,19.1,8.9,77,39,4.64,8.77
1271,2012-06-25,3096.372,15.8,10.3,66,41,5.75,3.21
1272,2012-06-26,2694.83,20.8,11.9,97,32,5.95,5.48
1273,2012-06-27,2610.964,20.1,12.4,99,41,4.5,9.19
1274,2012-06-28,2654.078,18.1,10.4,96,51,3.78,6.62
1275,2012-06-29,2648.998,17.7,6.3,99,54,2.34,7.81
1276,2012-06-30,2463.162,20.0,5.5,99,45,2.45,10.74
1277,2012-07-01,2577.154,21.0,4.3,97,38,2.7,10.78
1278,2012-07-02,2775.706,21.0,5.4,95,33,3.47,10.83
1279,2012-07-03,2780.776,20.1,8.2,73,30,4.2,10.87
1280,2012-07-04,2782.784,21.6,7.8,59,22,4.09,10.93
1281,2012-07-05,2689.428,22.9,7.5,84,18,4.04,10.67
1282,2012-07-06,2701.012,22.5,5.0,97,31,3.47,9.04
1283,2012-07-07,2475.948,20.1,10.3,99,53,2.37,9.19
1284,2012-07-08,2724.452,15.8,6.8,95,39,4.09,10.55
1285,2012-07-09,3097.118,14.7,3.3,95,37,4.63,8.71
1286,2012-07-10,2836.114,16.3,7.7,97,51,5.05,5.63
1287,2012-07-11,2924.144,17.4,7.4,100,48,4.17,9.21
1288,2012-07-12,3023.662,16.0,2.8,99,45,3.21,10.52
1289,2012-07-13,2793.89,17.9,2.7,100,48,3.11,11.14
1290,2012-07-14,2610.162,18.3,2.5,99,48,2.76,11.01
1291,2012-07-15,2486.184,19.4,8.6,96,48,3.17,8.04
1292,2012-07-16,2783.376,16.5,9.6,99,73,3.22,7.06
1293,2012-07-17,2845.778,16.6,3.9,100,41,1.94,10.89
1294,2012-07-18,2973.606,16.9,3.2,97,35,2.58,11.94
1295,2012-07-19,2901.878,18.6,0.5,98,33,2.05,12.03
1296,2012-07-20,2734.312,21.3,3.0,93,28,2.21,12.12
1297,2012-07-21,2449.378,23.8,4.7,68,24,4.29,12.21
1298,2012-07-22,2388.338,22.9,12.1,89,28,3.53,8.58
1299,2012-07-23,2786.226,20.1,6.1,99,45,3.77,10.08
1300,2012-07-24,3029.424,15.4,4.4,94,35,3.61,12.44
1301,2012-07-25,3097.7,16.1,-0.7,100,47,2.54,8.92
1302,2012-07-26,2936.226,19.2,0.5,100,40,2.17,12.14
1303,2012-07-27,2795.332,19.3,4.7,97,33,2.53,12.8
1304,2012-07-28,2573.912,20.2,3.3,97,30,3.54,12.95
1305,2012-07-29,2605.502,20.2,7.0,71,27,5.24,12.66
1306,2012-07-30,2637.154,23.3,10.2,56,19,5.29,13.09
1307,2012-07-31,2747.178,18.6,11.5,97,29,4.04,5.63
1308,2012-08-01,2816.796,16.0,7.3,99,63,3.37,7.39
1309,2012-08-02,2822.372,18.1,6.3,99,50,3.67,9.94
1310,2012-08-03,2579.656,19.2,10.8,97,51,2.88,13.26
1311,2012-08-04,2447.772,19.3,9.9,99,59,3.25,11.9
1312,2012-08-05,2473.426,20.2,7.1,97,44,3.59,11.76
1313,2012-08-06,2696.782,21.6,11.4,97,51,6.09,11.02
1314,2012-08-07,2798.092,17.1,12.3,99,39,4.51,10.55
1315,2012-08-08,2803.946,18.3,4.3,99,43,2.41,13.4
1316,2012-08-09,2810.782,20.2,6.2,88,25,3.51,14.61
1317,2012-08-10,2584.734,23.2,5.8,95,33,3.46,14.73
1318,2012-08-11,2340.618,24.5,7.5,96,36,3.13,13.77
1319,2012-08-12,2585.062,18.2,13.9,97,56,6.0,2.76
1320,2012-08-13,2844.26,16.4,7.0,96,33,3.62,14.36
1321,2012-08-14,2746.794,18.3,8.6,97,52,3.56,11.51
1322,2012-08-15,2742.872,18.2,8.8,99,45,2.39,13.22
1323,2012-08-16,2725.004,19.4,2.7,99,41,2.04,15.59
1324,2012-08-17,2576.334,19.4,9.1,82,47,4.52,11.39
1325,2012-08-18,2349.646,23.8,8.9,94,26,3.43,15.95
1326,2012-08-19,2469.174,20.9,4.1,99,35,2.96,11.6
1327,2012-08-20,2544.698,23.7,12.4,94,40,3.49,15.07
1328,2012-08-21,2547.204,19.9,14.5,98,59,6.96,9.29
1329,2012-08-22,2743.32,17.0,11.8,97,40,7.07,13.2
1330,2012-08-23,2706.712,18.2,4.0,99,51,2.82,14.05
1331,2012-08-24,2524.184,20.4,8.5,96,37,2.72,13.24
1332,2012-08-25,2272.414,23.2,6.7,96,28,2.99,17.21
1333,2012-08-26,2378.814,21.0,4.9,97,50,3.15,16.95
1334,2012-08-27,2571.826,18.8,7.2,99,57,2.32,10.12
1335,2012-08-28,2588.158,19.1,10.5,99,46,4.76,13.25
1336,2012-08-29,2506.806,20.1,7.4,99,46,2.89,14.83
1337,2012-08-30,2480.706,22.9,6.9,100,36,3.27,18.03
1338,2012-08-31,2443.894,22.1,8.9,94,36,4.93,11.76
1339,2012-09-01,2234.752,20.2,8.9,97,39,3.23,15.62
1340,2012-09-02,2243.984,20.9,6.4,99,41,3.57,16.45
1341,2012-09-03,2745.436,20.2,8.4,97,44,7.18,8.2
1342,2012-09-04,2908.286,15.8,8.1,97,46,7.74,8.88
1343,2012-09-05,2680.302,18.5,7.6,97,60,4.66,11.46
1344,2012-09-06,2567.41,18.0,4.1,99,42,3.28,16.69
1345,2012-09-07,2425.378,19.5,6.8,82,39,5.7,19.41
1346,2012-09-08,2131.41,25.4,10.6,64,24,5.34,19.64
1347,2012-09-09,2149.418,29.5,11.5,71,18,4.92,19.24
1348,2012-09-10,2325.4,23.1,11.9,96,56,3.89,16.78
1349,2012-09-11,2314.25,20.6,13.8,97,45,4.48,15.3
1350,2012-09-12,2395.828,19.9,4.8,99,32,3.61,20.0
1351,2012-09-13,2321.474,22.1,3.5,97,29,3.88,20.59
1352,2012-09-14,2340.184,25.2,9.6,83,16,4.02,20.75
1353,2012-09-15,2109.436,26.7,7.3,80,18,3.78,20.99
1354,2012-09-16,2158.834,28.2,10.3,69,23,7.51,21.2
1355,2012-09-17,2272.552,26.0,15.7,96,35,8.22,21.18
1356,2012-09-18,2351.746,21.0,14.8,96,62,5.18,14.55
1357,2012-09-19,2358.952,21.5,11.7,97,39,3.62,18.84
1358,2012-09-20,2378.614,20.5,10.2,97,43,4.84,20.79
1359,2012-09-21,2425.74,22.3,11.8,96,45,8.61,12.62
1360,2012-09-22,2319.332,17.8,11.3,95,41,6.2,17.74
1361,2012-09-23,2290.256,20.2,4.5,97,36,3.71,22.55
1362,2012-09-24,2411.994,19.5,4.7,97,51,3.21,20.77
1363,2012-09-25,2429.53,20.4,11.9,97,55,6.05,16.89
1364,2012-09-26,2476.178,18.9,11.8,92,48,7.05,18.27
1365,2012-09-27,2711.952,15.1,10.2,97,43,6.95,18.75
1366,2012-09-28,2474.624,17.4,1.9,99,40,3.26,19.45
1367,2012-09-29,2279.804,20.8,4.4,97,32,3.59,23.65
1368,2012-09-30,2117.04,28.1,6.5,94,14,4.13,23.89
1369,2012-10-01,2198.048,33.9,12.0,69,9,5.54,24.05
1370,2012-10-02,2374.458,24.8,13.7,95,44,5.94,18.93
1371,2012-10-03,2370.292,19.8,14.7,94,42,5.44,17.19
1372,2012-10-04,2412.952,19.6,9.7,99,47,4.07,16.79
1373,2012-10-05,2249.0,22.7,7.5,93,21,4.46,24.77
1374,2012-10-06,2096.246,28.2,10.0,72,26,6.86,24.95
1375,2012-10-07,2134.562,20.8,10.3,96,51,4.03,15.25
1376,2012-10-08,2356.694,22.3,6.7,94,42,4.95,24.94
1377,2012-10-09,2235.086,24.9,12.9,92,31,5.49,25.42
1378,2012-10-10,2330.998,26.9,11.6,60,12,7.69,25.61
1379,2012-10-11,2391.914,29.8,14.6,23,12,6.49,20.34
1380,2012-10-12,2294.158,26.5,13.2,81,9,6.67,22.87
1381,2012-10-13,2140.778,23.7,17.9,94,47,6.29,15.18
1382,2012-10-14,2179.042,20.7,15.3,96,46,5.0,16.96
1383,2012-10-15,2359.65,21.0,11.9,97,50,3.42,16.98
1384,2012-10-16,2343.53,24.4,7.0,99,37,3.94,23.5
1385,2012-10-17,2345.982,22.3,12.5,93,43,4.46,25.51
1386,2012-10-18,2351.652,23.3,7.0,97,44,3.5,23.73
1387,2012-10-19,2250.89,23.0,8.8,99,47,4.0,25.16
1388,2012-10-20,2138.336,28.9,9.4,96,23,3.92,28.15
1389,2012-10-21,2161.788,29.4,13.7,84,21,4.76,27.93
1390,2012-10-22,2381.36,20.6,15.4,96,41,4.53,17.03
1391,2012-10-23,2313.928,22.0,7.6,96,32,5.33,26.96
1392,2012-10-24,2321.242,24.2,12.0,75,21,6.05,28.38
1393,2012-10-25,2339.748,25.6,12.1,56,16,6.64,28.86
1394,2012-10-26,2253.828,28.1,11.9,57,15,6.53,29.05
1395,2012-10-27,2209.522,33.0,12.5,69,9,5.39,29.22
1396,2012-10-28,2251.784,36.0,13.3,90,10,4.01,25.59
1397,2012-10-29,2346.92,23.9,13.4,99,50,4.78,27.85
1398,2012-10-30,2315.87,22.6,9.4,93,37,5.16,24.68
1399,2012-10-31,2337.162,20.1,14.1,69,47,7.09,19.97
1400,2012-11-01,2342.272,21.7,14.4,83,50,7.42,24.63
1401,2012-11-02,2244.45,23.8,12.0,95,35,4.51,25.16
1402,2012-11-03,2138.002,22.3,11.0,97,48,5.11,20.98
1403,2012-11-04,2247.09,18.8,12.7,97,37,6.01,22.93
1404,2012-11-05,2364.654,19.8,10.0,95,41,5.63,23.7
1405,2012-11-06,2305.278,21.8,11.4,95,42,4.48,26.83
1406,2012-11-07,2310.504,23.1,9.5,97,33,4.2,27.35
1407,2012-11-08,2320.61,26.5,10.3,92,25,4.99,30.75
1408,2012-11-09,2309.346,31.6,11.0,90,10,4.87,31.0
1409,2012-11-10,2103.478,23.9,8.2,97,44,5.01,29.3
1410,2012-11-11,2132.066,21.8,8.2,94,27,5.7,30.25
1411,2012-11-12,2329.964,26.7,11.6,73,21,6.05,29.89
1412,2012-11-13,2343.786,30.9,7.7,94,16,4.6,30.28
1413,2012-11-14,2252.004,27.6,11.6,95,26,5.46,30.75
1414,2012-11-15,2275.448,26.7,14.5,79,33,5.59,31.66
1415,2012-11-16,2328.686,31.9,12.3,94,17,4.65,31.75
1416,2012-11-17,2245.334,36.1,16.8,74,13,6.15,31.87
1417,2012-11-18,2109.466,26.5,15.1,91,50,6.27,30.89
1418,2012-11-19,2347.834,25.3,12.4,94,46,4.95,30.72
1419,2012-11-20,2276.842,26.3,8.8,99,36,5.13,31.99
1420,2012-11-21,2665.116,35.1,14.8,87,19,5.61,28.98
1421,2012-11-22,2678.008,32.0,18.1,80,31,4.93,31.51
1422,2012-11-23,2288.622,24.9,17.8,79,44,5.68,28.56
1423,2012-11-24,2121.584,30.8,15.5,98,31,6.81,27.4
1424,2012-11-25,2138.76,28.2,16.8,89,40,5.03,31.75
1425,2012-11-26,2454.912,30.1,15.2,89,34,4.55,31.52
1426,2012-11-27,2300.432,25.9,13.6,96,48,4.7,27.84
1427,2012-11-28,2103.684,22.0,14.2,96,43,10.02,25.78
1428,2012-11-29,2242.508,19.2,12.5,84,41,8.91,27.52
1429,2012-11-30,2103.124,20.5,13.2,86,36,6.45,28.19
1430,2012-12-01,1954.172,24.5,6.2,97,28,4.53,32.33
1431,2012-12-02,2063.918,29.8,12.7,86,20,6.13,32.65
1432,2012-12-03,2653.348,33.6,16.0,53,13,7.74,33.11
1433,2012-12-04,3126.626,37.0,18.2,66,18,6.92,31.08
1434,2012-12-05,2483.74,25.9,19.5,93,60,3.92,18.79
1435,2012-12-06,2365.502,24.0,18.5,96,53,4.31,25.89
1436,2012-12-07,2250.82,23.4,17.1,92,46,6.57,28.35
1437,2012-12-08,2110.61,28.9,7.5,95,13,3.32,33.18
1438,2012-12-09,2445.44,35.0,13.5,72,19,6.74,32.23
1439,2012-12-10,3112.418,35.7,20.4,79,23,4.14,32.22
1440,2012-12-11,2692.198,30.6,18.5,89,28,5.02,28.3
1441,2012-12-12,2336.028,25.1,16.1,95,47,4.77,23.91
1442,2012-12-13,2353.794,25.1,17.6,85,53,6.06,21.71
1443,2012-12-14,2353.848,26.6,15.8,86,45,5.38,31.88
1444,2012-12-15,2167.576,28.3,15.2,85,40,5.29,33.27
1445,2012-12-16,2258.3,31.5,14.6,93,26,4.82,33.02
1446,2012-12-17,2394.296,25.0,11.8,97,46,4.87,31.87
1447,2012-12-18,2352.848,26.0,18.0,95,51,5.43,28.36
1448,2012-12-19,2419.404,29.5,12.7,85,25,4.92,33.61
1449,2012-12-20,2811.75,35.0,16.0,86,17,6.91,33.88
1450,2012-12-21,2571.024,30.7,15.2,88,37,4.97,31.71
1451,2012-12-22,2187.196,27.0,15.2,87,34,5.35,33.52
1452,2012-12-23,2152.878,27.1,14.0,96,40,5.31,33.58
1453,2012-12-24,2570.31,33.1,16.4,78,26,5.52,33.96
1454,2012-12-25,2601.274,38.9,18.1,76,18,6.45,33.95
1455,2012-12-26,2879.17,40.5,22.8,57,17,6.77,33.92
1456,2012-12-27,3340.146,37.8,20.1,66,23,5.69,33.73
1457,2012-12-28,3333.618,38.1,23.8,62,22,4.61,27.02
1458,2012-12-29,3175.444,40.4,27.5,68,16,6.39,28.84
1459,2012-12-30,3064.142,38.2,20.8,71,14,6.33,33.38
1460,2012-12-31,3467.944,42.2,20.9,71,12,3.64,32.45
1461,2013-01-01,2824.728,32.0,24.3,93,29,4.71,30.96
1462,2013-01-02,2609.308,28.6,21.7,87,42,4.71,30.58
1463,2013-01-03,2407.346,26.9,16.2,87,44,6.33,21.99
1464,2013-01-04,2232.692,26.1,14.2,81,35,6.19,30.83
1465,2013-01-05,2686.992,37.9,12.7,92,12,5.02,31.35
1466,2013-01-06,2961.132,34.1,21.2,71,36,3.98,19.55
1467,2013-01-07,3620.784,37.7,23.4,96,31,4.44,16.66
1468,2013-01-08,3622.534,39.4,25.3,83,22,6.48,28.27
1469,2013-01-09,2581.23,28.2,22.3,83,44,7.54,30.71
1470,2013-01-10,2412.038,27.4,13.0,93,35,6.99,30.95
1471,2013-01-11,2462.042,30.4,16.0,74,31,5.31,30.52
1472,2013-01-12,2684.02,34.2,20.2,58,29,6.69,28.54
1473,2013-01-13,2353.176,28.5,22.1,73,48,6.5,11.8
1474,2013-01-14,3572.042,37.4,21.8,90,36,4.21,30.23
1475,2013-01-15,3486.416,33.7,27.8,85,46,4.89,29.53
1476,2013-01-16,2675.0,27.6,21.0,90,58,6.75,17.63
1477,2013-01-17,2270.038,26.0,19.0,69,26,8.61,28.61
1478,2013-01-18,2405.008,30.1,14.2,66,16,5.6,30.51
1479,2013-01-19,2398.878,33.8,16.5,62,16,6.49,30.41
1480,2013-01-20,2678.68,35.9,13.8,89,13,4.5,30.33
1481,2013-01-21,2876.056,32.9,18.6,76,29,5.51,30.25
1482,2013-01-22,3103.562,36.1,18.0,66,14,5.55,30.14
1483,2013-01-23,2763.676,29.7,17.3,78,37,6.15,30.04
1484,2013-01-24,2464.346,29.7,14.3,82,24,6.07,29.76
1485,2013-01-25,2612.542,32.1,16.1,75,17,6.51,29.83
1486,2013-01-26,2529.182,35.4,13.8,81,12,5.29,29.8
1487,2013-01-27,2717.596,36.2,20.1,59,20,5.27,29.57
1488,2013-01-28,2573.304,32.4,16.5,63,12,5.64,29.51
1489,2013-01-29,2809.464,32.8,17.8,60,15,6.34,29.5
1490,2013-01-30,2945.924,34.1,17.2,58,18,5.17,29.34
1491,2013-01-31,3034.988,34.8,17.1,63,11,7.37,29.11
1492,2013-02-01,3195.162,36.2,17.1,54,10,6.63,28.96
1493,2013-02-02,3101.936,38.2,17.7,58,8,5.0,28.73
1494,2013-02-03,3016.408,39.2,15.8,98,10,4.97,28.65
1495,2013-02-04,2973.574,32.2,19.8,92,28,4.03,27.76
1496,2013-02-05,2745.034,33.7,14.1,96,23,4.26,20.8
1497,2013-02-06,2458.816,30.4,16.3,84,23,6.21,28.18
1498,2013-02-07,2436.642,30.7,17.5,82,27,5.24,28.14
1499,2013-02-08,2794.944,34.9,13.6,91,13,5.86,28.01
1500,2013-02-09,2990.648,38.2,16.2,70,9,6.38,27.85
1501,2013-02-10,3133.156,39.1,18.9,62,12,7.87,27.7
1502,2013-02-11,3565.242,39.0,22.6,45,10,6.19,17.67
1503,2013-02-12,3731.964,41.1,26.6,60,11,5.76,22.05
1504,2013-02-13,3653.552,39.3,23.0,71,17,4.51,27.42
1505,2013-02-14,3015.91,29.4,22.5,87,53,5.33,21.73
1506,2013-02-15,3125.512,35.8,20.1,80,25,4.85,27.26
1507,2013-02-16,2955.278,33.7,18.9,87,36,4.28,27.06
1508,2013-02-17,2204.008,28.0,19.7,87,35,7.58,21.09
1509,2013-02-18,2513.228,29.9,13.6,66,13,5.98,28.58
1510,2013-02-19,2929.462,35.1,16.3,57,16,6.79,26.79
1511,2013-02-20,3641.666,40.3,21.4,47,13,5.51,23.27
1512,2013-02-21,3663.692,41.1,25.5,63,17,4.89,18.47
1513,2013-02-22,2797.132,27.2,21.9,91,44,5.74,18.02
1514,2013-02-23,2155.178,24.9,12.0,91,30,4.74,25.49
1515,2013-02-24,2251.626,28.4,10.1,94,27,4.96,26.77
1516,2013-02-25,3136.636,37.3,18.5,74,19,6.26,25.58
1517,2013-02-26,3437.558,37.5,22.2,57,24,6.32,23.72
1518,2013-02-27,3330.296,34.9,20.5,61,21,9.5,25.73
1519,2013-02-28,3121.554,34.4,19.4,56,14,6.95,26.21
1520,2013-03-01,3098.912,34.0,18.9,57,21,6.31,26.07
1521,2013-03-02,2371.102,28.5,17.1,81,41,4.54,25.54
1522,2013-03-03,2486.776,30.6,15.9,94,33,3.68,25.44
1523,2013-03-04,2341.51,26.9,17.7,98,43,3.99,16.51
1524,2013-03-05,2508.514,27.3,13.0,96,38,3.69,18.41
1525,2013-03-06,2538.428,32.1,13.0,97,28,4.83,22.50
1526,2013-03-07,2707.07,32.7,18.2,71,20,5.42,24.36
1527,2013-03-08,2856.814,33.4,18.0,73,24,5.63,24.38
1528,2013-03-09,2741.146,35.2,19.1,66,22,6.53,19.87
1529,2013-03-10,2545.766,31.2,23.1,87,29,4.37,6.00
1530,2013-03-11,2552.542,27.4,20.1,96,49,5.98,17.23
1531,2013-03-12,2370.604,25.9,11.0,79,22,5.69,24.24
1532,2013-03-13,2374.804,28.8,14.3,56,20,6.63,23.61
1533,2013-03-14,2391.01, ,16.9,100,32,5.74,3.79
1534,2013-03-15,2550.538,29.7, ,83,54,5.06,16.24
1535,2013-03-16,2357.262,29.8,19.8,72,43,8.87,20.67
1536,2013-03-17,2513.972,31.7,20.5,89,43,4.42,22.02
1537,2013-03-18,2878.594,30.9,17.3,96,50,3.51,21.34
1538,2013-03-19,2788.83,30.0,17.9,98,51,3.95,20.15
1539,2013-03-20,2433.924,25.5,18.6,85,49,5.58,13.69
1540,2013-03-21,2390.38,24.7,16.4,66,43,5.07,20.86
1541,2013-03-22,2274.956,26.7,12.8,77,32,4.9,22.10
1542,2013-03-23,2140.962,26.1,9.4,96,36,4.42,21.74
1543,2013-03-24,2213.674,28.2,9.5,95,32,4.3,21.66
1544,2013-03-25,2471.356,24.6,10.4,96,50,3.79,12.31
1545,2013-03-26,2386.128,20.4,12.6,97,33,7.52,14.78
1546,2013-03-27,2336.6,23.6,6.2,97,35,3.68,19.44
1547,2013-03-28,2355.074,25.3,10.6,95,30,4.81, 
1548,2013-03-29,2096.11,27.3,12.4,85,30,5.37, 
1549,2013-03-30,2100.122,28.0,14.0,83,34,3.65, 
1550,2013-03-31,2183.09,30.2,13.0,72,24,3.65, 
1551,2013-04-01,2296.42,31.8,16.5,67,17,4.34,23.35
1552,2013-04-02,2595.954,32.0,15.0,57,16,4.81,23.14
1553,2013-04-03,2869.492,34.3,16.8,61,24,5.19,22.01
1554,2013-04-04,2916.124,36.3,18.3,78,19,4.36,20.9
1555,2013-04-05,2489.802,27.7,16.3,94,33,4.02,20.93
1556,2013-04-06,2292.55,28.9,17.1,91,38,5.46,20.33
1557,2013-04-07,2438.264,31.5,18.0,80,30,4.86,21.11
1558,2013-04-08,2972.256,37.7,19.1,65,14,4.92,18.09
1559,2013-04-09,2849.24,34.5,14.4,81,25,2.96,20.97
1560,2013-04-10,2903.714,36.1,17.5,89,16,2.79,15.81
1561,2013-04-11,2852.69,36.5,21.1,64,20,5.39,12.62
1562,2013-04-12,2526.386,24.5,21.4,95,56,3.23,3.66
1563,2013-04-13,2340.824,27.4,19.3,87,46,2.87,8.61
1564,2013-04-14,2463.142,28.3,20.6,87,53,3.33,12.65
1565,2013-04-15,2608.74,28.3,19.7,89,54,2.91,12.38
1566,2013-04-16,2582.368,26.0,19.5,94,61,2.98,11.34
1567,2013-04-17,2493.208,26.9,18.7,94,50,2.58,11.76
1568,2013-04-18,2532.314,25.6,15.1,98,53,2.85,11.76
1569,2013-04-19,2399.9,27.0,17.4,96,46,3.06,13.83
1570,2013-04-20,2137.836,22.9,13.6,99,45,4.55,14.11
1571,2013-04-21,2230.512,22.2,10.4,97,43,3.48,10.95
1572,2013-04-22,2404.634,23.0,14.9,99,44,2.63,14.99
1573,2013-04-23,2364.888,24.6,9.6,97,42,2.95,16.83
1574,2013-04-24,2395.908,28.4,9.9,96,26,3.08,14.77
1575,2013-04-25,2191.78,27.9,16.5,75,26,2.93,8.38
1576,2013-04-26,2324.988,25.5,15.3,93,51,3.35,16.72
1577,2013-04-27,2221.238,25.3,11.7,96,46,2.97,16.18
1578,2013-04-28,2219.09,24.8,11.6,99,35,2.95,17.17
1579,2013-04-29,2440.574,24.6,13.3,79,39,3.97,14.48
1580,2013-04-30,2468.408,30.2,15.1,90,36,3.36,13.31
1581,2013-05-01,2475.63,26.9,13.5,94,33,4.14,10.09
1582,2013-05-02,2456.108,23.2,16.8,97,57,5.26,12.33
1583,2013-05-03,2330.658,22.9,10.7,99,47,2.36,15.23
1584,2013-05-04,2210.696,23.4,11.2,97,43,3.95,16.71
1585,2013-05-05,2205.318,25.3,12.7,96,49,3.7,15.23
1586,2013-05-06,2395.162,22.4,13.9,91,58,3.08,8.95
1587,2013-05-07,2371.64,24.6,13.7,97,47,3.22,12.93
1588,2013-05-08,2403.812,21.6,16.5,97,53,7.78,8.69
1589,2013-05-09,2397.036,20.8,13.0,89,41,7.23,12.85
1590,2013-05-10,2330.85,19.7,12.8,97,48,4.73,14.52
1591,2013-05-11,2155.074,20.1,11.5,99,42,3.78,15.16
1592,2013-05-12,2178.77,21.0,5.5,99,48,1.81,13.51
1593,2013-05-13,2459.416,20.8,7.6,96,45,3.39,13.6
1594,2013-05-14,2495.19,21.9,10.5,81,36,4.24,15.5
1595,2013-05-15,2463.02,22.8,10.3,81,35,3.65,15.21
1596,2013-05-16,2502.894,22.8,11.2,96,37,4.42,7.42
1597,2013-05-17,2418.446,20.0,11.9,97,46,3.11,10.41
1598,2013-05-18,2327.19,20.5,9.5,95,46,2.22,11.12
1599,2013-05-19,2378.35,21.9,8.0,97,39,2.71,14.34
1600,2013-05-20,2698.738,19.4,11.1,96,43,4.7,10.0
1601,2013-05-21,2611.286,21.5,6.0,99,40,2.71,14.99
1602,2013-05-22,2616.128,22.0,5.8,99,43,2.52,13.65
1603,2013-05-23,2643.124,20.9,8.7,90,37,3.6,14.7
1604,2013-05-24,2545.476,22.0,6.0,95,39,4.16,14.53
1605,2013-05-25,2414.264,23.2,9.6,65,32,5.23,13.84
1606,2013-05-26,2322.076,24.8,14.4,93,33,3.47,13.03
1607,2013-05-27,2566.732,23.4,12.8,96,46,3.4,12.24
1608,2013-05-28,2597.968,20.6,11.4,99,50,2.77,12.21
1609,2013-05-29,2570.744,19.6,9.2,97,40,3.59,12.47
1610,2013-05-30,2836.658,14.9,10.8,100,48,4.73,10.22
1611,2013-05-31,2816.394,16.4,1.6,98,40,3.45,13.09
1612,2013-06-01,2677.228,17.9,1.5,100,42,3.91,13.74
1613,2013-06-02,2571.594,17.9,8.5,91,51,4.81,11.61
1614,2013-06-03,2572.468,19.6,11.1,90,44,4.41,13.23
1615,2013-06-04,2743.654,20.3,8.2,89,39,3.09,12.41
1616,2013-06-05,2698.568,19.7,8.6,99,49,3.17,11.12
1617,2013-06-06,2618.774,20.8,13.0,97,51,2.61,10.55
1618,2013-06-07,2580.934,21.5,6.7,99,35,2.6,12.91
1619,2013-06-08,2485.14,20.4,6.3,94,50,3.27,9.57
1620,2013-06-09,2416.286,21.0,10.9,100,70,3.86,7.32
1621,2013-06-10,2704.418,19.3,8.3,100,48,2.32,13.36
1622,2013-06-11,2859.652,18.3,7.0,85,37,5.08,13.53
1623,2013-06-12,2796.41,19.2,9.7,73,40,5.4,13.12
1624,2013-06-13,2730.718,20.8,8.6,75,44,5.34,12.73
1625,2013-06-14,2697.36,19.8,10.8,76,40,6.16,10.76
1626,2013-06-15,2649.734,15.8,11.2,99,65,3.88,8.80
1627,2013-06-16,2731.076,19.0,2.4,100,43,1.34,13.12
1628,2013-06-17,2935.622,18.1,7.7,99,46,2.6,12.04
